Country (Code UN (M49)),Country (Name),Unit (Name),Unit,[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
534,Sint Maarten,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.31,35.14,37.7,39.1,40.2,41.35,41.88,42.25,42.98
703,Slovakia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5321.86,5338.81,5350,5358.29,5365.83,5371.08,5374.62,5376.69,5376.46,5375.21,5374.38,5374.93,5376.24,5377.24,5378.38,5381.64,5388.93,5396.42,5402.68,5409.28,5414.74,5419.57,5424.44,5431.2,5439.42,5446.75,5453.92
705,Slovenia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.34,1991.68,1991.45,1991.11,1990.67,1989.83,1988.28,1986.26,1984.34,1982.49,1983.77,1989.41,1996.72,2004.78,2013.57,2023.23,2034.03,2045.58,2057.29,2065.45,2069.35,2072.38,2074.92,2080.86,2090.02,2098.39,2105.92,2112.9
090,Solomon Islands,Number (Thousand),Number (1000),136.78,140.25,143.86,147.61,151.5,155.51,159.67,163.97,168.4,172.83,177.26,181.88,186.82,192.16,197.85,204.08,210.93,218.19,225.79,233.67,241.83,250.25,258.94,267.91,277.16,286.53,295.84,305.13,314.56,324.17,333.95,343.92,354.09,364.5,375.19,386.07,397.05,408.14,419.23,429.98,440.39,450.76,461.22,471.79,482.49,493.43,504.62,516,527.83,540.39,553.72,567.76,582.37,597.38,612.66,628.1,643.63,659.25,674.99
706,Somalia,Number (Thousand),Number (1000),2945.66,3022.83,3102.17,3183.59,3267.59,3353.66,3441.8,3532.42,3625.28,3720.98,3818.39,3918.22,4022.34,4125.82,4228.29,4333.78,4449.51,4777.7,5408.81,5892.22,5934.94,5951.81,6142.51,6369.02,6630.64,6908.58,7158,7160.46,7035.38,6999.1,6732.7,6428.14,6620.73,6959.83,7210.93,7472.45,7734.31,8056.86,8384.48,8721.47,9070.75,9411.1,9758.28,10117.35,10467.29,10784.97,11118.09,11444.87,11730.04,12026.65,12216.84,12440.33,12852.49,13309.24,13763.91,14292.85,14864.22,15411.09,15981.3
710,South Africa,Number (Thousand),Number (1000),16989.47,17503.13,18042.22,18603.1,19187.19,19789.77,20410.68,21050.54,21704.22,22368.31,23031.44,23698.51,24382.51,25077.02,25777.97,26480.3,27199.84,27943.44,28697.01,29463.55,30232.56,31022.42,31865.18,32768.21,33752.96,34877.83,36119.33,37393.85,38668.68,39877.57,40910.96,41760.75,42525.44,43267.98,43986.08,44661.6,45285.05,45852.17,46364.68,46813.27,47229.71,47661.51,48104.05,48556.07,49017.15,49491.76,49996.1,50565.81,51170.78,51784.92,52443.33,53145.03,53873.62,54729.55,55876.5,56422.27,56641.21,57339.64,58087.06
728,South Sudan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10701.6,11106.03,11213.28,11194.3,11066.1,10658.23,10395.33,10447.67
724,Spain,Number (Thousand),Number (1000),30711.86,31052.63,31388.55,31747.64,32112.01,32462.27,32814.22,33157.58,33480.51,33792.62,34133.62,34515.17,34898.15,35329.9,35760.43,36139.06,36513.08,36865.44,37188.96,37491.67,37758.65,37982.15,38169.76,38329.93,38471.92,38590.81,38694.53,38781.72,38847.32,38889.89,38997.06,39202.25,39420.55,39623.72,39814.57,39996.47,40180.05,40362.36,40542.23,40741.65,40966.45,41477.65,42230.27,42959.67,43685.37,44422.83,45245.78,45966.54,46367.77,46572.77,46729.23,46756.08,46603.46,46464.55,46431.34,46473.32,46584.17,46792.04,47131.37
144,Sri Lanka,Number (Thousand),Number (1000),10022.89,10267.07,10517.53,10774.09,11035.22,11299.72,11571.01,11846.82,12119.21,12388.77,12654.65,12914.46,13169.74,13418.28,13662.87,13910.17,14159.05,14414.82,14680.39,14943.65,15198.92,15438.75,15658.44,15872.58,16092.34,16318,16547.14,16773.74,16990.58,17204.09,17416.6,17624.46,17825.61,18011.74,18177.57,18322.51,18449.12,18560.8,18670.41,18776.37,18920.28,19110.71,19303.18,19490.43,19673.87,19870.71,20078.65,20285.64,20482.48,20668.56,20859.74,21017.15,21131.76,21239.46,21336.7,21425.49,21506.81,21580.71,21649.66
666,St. Pierre and Miquelon,Number (Thousand),Number (1000),4.92,4.93,5,5.07,5.15,5.23,5.31,5.38,5.46,5.54,5.63,5.73,5.83,5.91,5.95,5.99,6.03,6.06,6.09,6.11,6.09,6.08,6.13,6.18,6.23,6.27,6.3,6.32,6.32,6.32,6.35,6.38,6.4,6.41,6.41,6.41,6.39,6.34,6.29,6.27,6.26,6.24,6.2,6.16,6.12,6.08,6.07,6.06,6.05,6.05,6.05,6.03,6,5.99,5.98,5.96,5.96,5.95,5.92
729,Sudan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35159.79,35990.7,37003.25,38171.18,39377.17,40679.83,41999.06,43232.09
736,Sudan (former),Number (Thousand),Number (1000),11526.44,11833.61,12151.33,12495.4,12856.41,13199.81,13542.46,13900.62,14268.04,14647.62,15065.73,15521.98,16012.06,16580.57,17215.82,17874.62,18568.26,19301.72,20065.83,20865.6,21698.2,22526.93,23236.54,23768.88,24224.17,24707.12,25124.34,25268.7,25425.33,25841.7,26320.9,26737.03,27181.42,27846.49,28592.65,29297.15,30043.78,30728.58,31484.31,32413.21,33341.68,34256.42,35181.34,36148.67,37203.23,38362.49,39608.99,40889.13,42177.38,43454.35,44662.68,0,0,0,0,0,0,0,0
740,Suriname,Number (Thousand),Number (1000),277.97,288.29,299.33,310.29,321.07,332.14,343.62,355.47,367.62,379.92,392.03,397.53,396.33,394.52,392.14,389.23,385.81,381.88,377.36,375.11,375.86,377.29,379.41,382.62,387.17,392.37,396.87,402.14,408.36,412.76,415.98,419.52,422.38,426.55,434.49,443.83,452.89,461.75,470.46,479,487.39,495.67,503.78,510.57,516.22,522.02,527.95,533.94,539.99,546.08,552.15,558.11,563.95,569.68,575.48,581.45,587.56,593.72,600.3
752,Sweden,Number (Thousand),Number (1000),7536.31,7582.64,7632.93,7691.82,7755.75,7819.97,7882.64,7937.78,7983.53,8027.7,8073.82,8117.72,8156.94,8193.15,8224.41,8247,8265.24,8281.3,8296.03,8311.76,8326.69,8340.72,8355.11,8371.29,8389.91,8411.79,8437.99,8468.14,8504.98,8548.41,8594.17,8640.27,8683.41,8723.46,8758.5,8785.49,8807.87,8828.63,8848.88,8871.04,8896.75,8926.01,8961.51,9004.26,9051.74,9104.72,9164.27,9229.27,9301.41,9381.73,9467.39,9555.99,9648.93,9747.51,9849.35,9953.32,10058.19,10162.3,10267.92
756,Switzerland,Number (Thousand),Number (1000),5434.68,5574.22,5694.68,5789.74,5857.05,5918.58,5992.34,6068.2,6136.8,6181.23,6213.71,6261.15,6307.36,6341.22,6338.27,6302.07,6280.84,6281.53,6294.19,6319.11,6353.7,6390.95,6418.41,6441.45,6469.82,6503.53,6544.45,6592.67,6646.21,6711.69,6795.39,6873.18,6936.12,6991.54,7038.3,7069.69,7087,7108.22,7142.2,7182.06,7224.4,7276.48,7330.73,7381.15,7428.44,7475.01,7541.9,7638.29,7734.4,7822.44,7910.98,7995.74,8088.37,8187.79,8281.73,8372.9,8451.69,8514.43,8575.59
760,Syrian Arab Republic,Number (Thousand),Number (1000),4751.53,4895,5045.25,5202.85,5368.45,5542,5723.31,5912.72,6111.36,6319.2,6538.53,6768.55,7003.11,7244.9,7497.13,7758.67,8029.31,8310.22,8600.75,8898.95,9203.64,9510.75,9835.46,10183.14,10540.93,10907.62,11281.11,11657.77,12034.1,12409,12782.28,13156.41,13537.06,13922.63,14313.45,14708.88,15104,15500.54,15901.2,16307.65,16727.95,17164.02,17611.36,18084.01,18583.56,19432.01,20703.01,21474.06,21827.22,22337.56,22730.73,22605.58,21495.82,20072.23,19205.18,18964.25,18983.37,19333.46,20098.25
158,Taiwan Province of China,Number (Thousand),Number (1000),11371.85,11779.05,12200.15,12630.95,13070.71,13515.9,13917.83,14271.11,14617.24,14957.87,15292.07,15617.41,15933.84,16243.91,16551.77,16860.82,17171.48,17482.88,17793.47,18100.28,18400.56,18692.87,18976.1,19249.25,19511.88,19761.79,19995.93,20211.36,20404.39,20586.17,20770.62,20952.22,21125.72,21293.44,21455.81,21612.43,21764.84,21913.67,22057.21,22194.73,22333.12,22469.62,22593.68,22703.1,22796.31,22874.97,22942.31,22998.32,23044.08,23083.08,23143.07,23234.06,23330.33,23422.51,23512.14,23594.47,23665.02,23726.19,23777.74
762,Tajikistan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5656.21,5717.81,5803.99,5916.17,6035.6,6117.07,6156.81,6189.56,6273,6408.81,6541.76,6672.49,6801.2,6929.15,7057.42,7188.39,7324.63,7468.6,7621.78,7784.82,7956.38,8136.61,8326.35,8524.06,8725.32,8925.52,9128.13,9337
834,"Tanzania, United Rep. of",Number (Thousand),Number (1000),10337.89,10644.62,10960.16,11289.56,11630.6,11981.93,12346.29,12739.97,13167.78,13618.19,14092.22,14595.7,15123.5,15671.32,16243.83,16838.92,17454.63,18080.01,18698.64,19297.66,19890.93,20499.92,21170.72,21857.18,22569.63,23324.27,24099.42,24844.15,25522.9,26206.01,26890.91,27580.72,28469.02,29598.32,30560.07,31140.73,31785.85,32626.5,33499.77,34463.7,35414.47,36353.53,37333.92,38360.88,39439.51,40562.05,41716.5,42870.88,43957.93,45110.53,46416.03,47786.14,49253.64,50814.55,52542.82,54401.8,56267.03,58090.44,59872.58
764,Thailand,Number (Thousand),Number (1000),27399.96,28242.17,29114.12,30013.57,30940.27,31883.76,32839.34,33807.36,34787.58,35791.73,36808,37834.38,38873.06,39900.96,40908.47,41882.13,42843.8,43806.71,44760.09,45737.75,46727.29,47700.34,48670.57,49636.72,50594.94,51542.09,52479.18,53410.96,54324,55228.41,56099.86,56939.02,57776.08,58610.01,59424.83,60211.1,60989.11,61745.22,62442.65,63066.6,63649.89,64222.58,64776.96,65311.17,65821.36,66319.52,66826.75,67328.24,67813.65,68270.49,68712.85,69157.02,69578.6,69960.94,70294.4,70607.04,70898.2,71127.8,71307.76
626,Timor-Leste,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.65,878.36,893,909.64,926.72,945.99,969.31,994.57,1019.36,1043.08,1065.54,1088.49,1112.98,1137.68,1161.56,1184.83,1205.81,1224.56,1243.23,1261.85,1280.44
768,Togo,Number (Thousand),Number (1000),1678.79,1706.84,1736.7,1772.65,1820.4,1882.46,1957.16,2038.77,2120.49,2197.38,2267.21,2330.7,2390.91,2450.34,2509.71,2569.67,2630.63,2693.4,2761.24,2838.11,2925.87,3023.34,3126.64,3232.24,3336.51,3439.37,3544.93,3653.42,3763.66,3875.95,3990.22,4106.22,4078.39,4092.61,4279.57,4445.88,4592.55,4728.3,4867.94,5008.04,5145.43,5281.54,5421,5565.22,5711.6,5874.24,6047.54,6222.48,6398.62,6571.85,6748.67,6926.64,7106.23,7288.38,7473.23,7661.35,7852.8,8046.68,8243.09
772,Tokelau,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,1.71,1.66,1.63,1.62,1.62,1.62,1.63,1.64,1.65,1.65,1.65,1.64,1.64,1.66,1.7,1.74,1.76,1.75,1.72,1.69,1.67,1.66,1.65,1.65,1.64,1.63,1.63,1.63,1.64,1.65,1.67,1.68,1.65,1.58,1.51,1.43,1.36,1.34,1.35,1.36,1.37,1.38,1.44,1.5,1.5,1.46,1.43,1.49,1.62,1.75
776,Tonga,Number (Thousand),Number (1000),69.39,71.39,73.44,75.55,77.69,79.79,81.72,83.43,85,86.48,87.91,89.28,90.61,92.01,93.48,94.92,95.85,96.23,96.51,96.71,96.85,96.93,96.98,97.02,97.06,97.08,97.39,97.94,98.38,98.73,99.01,99.26,99.49,99.73,99.98,100.19,100.66,101.34,101.98,102.6,103.21,103.8,104.41,105.04,105.63,106.19,106.64,106.93,107.14,107.38,107.61,107.5,107.09,106.63,106.12,105.71,105.42,105.15,104.95
780,Trinidad and Tobago,Number (Thousand),Number (1000),865.03,881.52,897.66,913.4,928.46,942.6,955.68,967.7,978.64,988.89,1000.13,1013.03,1026.56,1040.29,1054.02,1067.7,1081.69,1096.57,1112.31,1127.85,1142.69,1157.14,1171.27,1184.75,1199.79,1216.37,1231.44,1244.63,1256.21,1266.52,1276.22,1285.5,1293.97,1301.39,1307.82,1313.43,1318.17,1322.57,1327.06,1332.2,1338.57,1345.96,1353.55,1361.17,1369.08,1376.92,1384.86,1392.8,1401.19,1410.3,1420.02,1430.38,1440.73,1450.66,1460.18,1469.33,1478.61,1504.71,1519.95
788,Tunisia,Number (Thousand),Number (1000),4236.39,4281.74,4332.93,4389.42,4457.28,4548.97,4661.27,4785,4915.16,5047.4,5182.04,5320.15,5463.65,5613.12,5769.07,5930,6092.77,6254.88,6416.19,6578.16,6744.05,6914.96,7091.27,7279.16,7476.09,7675.5,7874.3,8068.79,8256.4,8440.02,8622.85,8802.54,8977.17,9143.14,9294.1,9430.55,9557.95,9677.15,9788.07,9893.32,9995.12,10094.56,10193.8,10292.23,10388.34,10483.56,10580.4,10680.38,10784.5,10895.06,11032.53,11174.38,11300.28,11428.95,11557.78,11685.67,11811.44,11933.04,12049.31
795,Turkmenistan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926.37,4031.7,4133.04,4226.62,4301.09,4363.67,4431.52,4501.08,4569.13,4635.09,4698.97,4758.99,4819.79,4885.77,4954.03,5024.89,5100.08,5180.96,5267.97,5360.81,5458.68,5560.1,5663.15,5766.43,5868.56,5968.38,6065.07,6158.42
796,Turks and Caicos Is.,Number (Thousand),Number (1000),5.63,5.63,5.63,5.64,5.65,5.65,5.66,5.67,5.66,5.67,5.74,5.9,6.07,6.25,6.45,6.67,6.88,7.11,7.33,7.6,7.96,8.36,8.76,9.17,9.58,9.99,10.4,10.82,11.23,11.71,12.33,13.01,13.71,14.4,15.1,15.81,16.52,17.24,17.98,18.75,19.58,20.6,21.74,22.87,24,25.13,26.27,27.42,28.58,29.73,30.82,32.08,33.59,34.98,36.54,38.25,39.84,41.49,43.08
798,Tuvalu,Number (Thousand),Number (1000),5.44,5.47,5.5,5.53,5.55,5.59,5.66,5.73,5.78,5.81,5.86,5.89,5.93,6.1,6.38,6.68,6.98,7.3,7.55,7.73,7.87,7.99,8.1,8.2,8.33,8.5,8.66,8.84,9.02,9.18,9.35,9.47,9.52,9.56,9.59,9.61,9.63,9.63,9.64,9.64,9.62,9.61,9.67,9.79,9.91,10.03,10.15,10.27,10.41,10.55,10.7,10.86,10.92,10.9,10.88,10.85,10.83,10.87,10.96
792,Türkiye,Number (Thousand),Number (1000),28255,29033.65,29827.88,30612.82,31374.54,32172.78,33026.49,33884.07,34721.99,35540.99,36359.96,37188.04,38028.24,38863.42,39673.59,40501,41385.66,42292.21,43187.48,44089.07,44981.88,45949.99,47026.43,48106.76,49175.67,50223.89,51250.15,52275.89,53305.23,54324.14,55321.17,56302.04,57296.01,58310.25,59305.49,60293.79,61277.43,62242.21,63185.61,64113.55,65072.02,65988.66,66867.33,67785.07,68704.71,69601.33,70468.87,71320.73,72225.64,73195.35,74173.85,75277.44,76576.12,78112.07,79646.18,81019.4,82089.83,82809.3,83481.68
850,US Virgin Islands,Number (Thousand),Number (1000),35,37.55,40.26,43.11,46.28,49.7,53.16,56.61,60.01,63.45,67.11,70.89,74.53,77.99,81.37,84.71,87.99,91.15,94.24,96.64,98.15,99.4,100.54,101.44,101.91,101.92,101.58,101.11,100.75,100.69,100.97,101.53,102.14,102.64,103.45,104.63,105.78,106.87,107.83,108.19,108.01,107.73,107.29,106.74,106.48,106.52,106.51,106.48,106.47,106.14,105.48,104.77,104.06,103.38,102.8,102.32,101.85,101.36,100.83
800,Uganda,Number (Thousand),Number (1000),7838.44,8068.83,8311.01,8564.75,8829.06,9104.74,9393.43,9696.37,10006.53,10317.21,10616.34,10885.56,11146.1,11428.68,11730.96,12045.23,12369.25,12702,13011.51,13284.03,13563.56,13880.05,14228.93,14617.94,15038.92,15486.81,15974.22,16489.32,17028.54,17586.63,18171.94,18801.97,19462.96,20125.02,20680.83,21249.57,21876.94,22537.66,23279.25,24020.7,24763.33,25545.09,26354.74,27146.08,27946.59,28773.23,29629.8,30509.86,31412.52,32341.73,33295.74,34273.29,35273.57,36336.54,37477.36,38748.3,40127.08,41515.39,42949.08
804,Ukraine,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51785.15,51778.42,51487.37,51061.26,50616.11,50169.35,49745.87,49320.12,48879.76,48414.53,47976.54,47605.64,47261.96,46912.61,46592.56,46313.07,46062.94,45863.88,45683.02,45516.13,45406.23,45307.1,45148.07,44982.56,44833.57,44657.26,44446.95,44211.1
810,Un. Sov. Soc. Rep.,Number (Thousand),Number (1000),217670.57,221162.44,224419.88,227488.13,230320.56,232995.68,235587.59,238033.19,240358.86,242471.2,244553.48,246788.39,248990.95,251231.44,253574.37,255947.05,258335.5,260704.11,262959.78,265106.01,267246.48,269504.51,271993.59,274561.75,277081.2,279839.01,282797.43,285611.05,287989.54,289904.71,291495.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,United Arab Emirates,Number (Thousand),Number (1000),140.98,148.88,157.01,165.31,173.8,182.51,191.4,213.58,253.26,298.08,344.51,392.37,441.55,491.96,543.39,614.18,706.86,805.23,908.45,1014.05,1100.18,1167.86,1237.57,1308.33,1379.54,1468.7,1575.91,1683.68,1791.84,1900.15,2008.38,2116.23,2223.28,2329.02,2433.99,2572.74,2746.12,2921.13,3097.56,3275.33,3454.2,3633.66,3813.44,3993.34,4280.99,4898.95,5872.62,6988.69,7992.64,8481.77,8575.2,8664.97,8751.85,8835.95,8916.9,8994.26,9068.3,9140.17,9211.66
826,United Kingdom,Number (Thousand),Number (1000),52909.67,53232.3,53557.64,53911.1,54279.62,54611.22,54928.1,55222.15,55474.62,55705.46,55932.33,56114.74,56224.96,56292.96,56326.79,56323.93,56306.35,56303.1,56328.33,56390.35,56460.4,56514.79,56566.21,56632.75,56707.42,56786.57,56891.88,57019.29,57143.84,57279.31,57429.22,57579.55,57718.17,57857,58001.82,58150.57,58322.99,58512.05,58709.87,58925.61,59168.41,59432.87,59727.74,60074.53,60463.16,60883.93,61341.78,61824.15,62326.29,62843.87,63370.71,63893.07,64386.44,64857.4,65307.96,65738.65,66148.38,66516.77,66862.59
840,United States of America,Number (Thousand),Number (1000),179087.28,181917.81,184649.87,187277.38,189703.28,191830.98,193782.44,195743.43,197859.33,200328.34,202907.92,205238.39,207314.77,209277.97,211274.54,213270.02,215437.41,217881.44,220463.11,223140.02,225654.01,228001.42,230389.96,232766.28,235146.18,237512.78,239853.17,242287.81,244954.09,248083.73,251560.19,255175.34,258779.75,262273.59,265660.56,268984.35,272395.44,275835.02,279181.58,282398.55,285470.49,288350.25,291109.82,293947.89,296842.67,299753.1,302743.4,305694.91,308512.04,311182.84,313876.61,316651.32,319375.17,322033.96,324607.78,327210.2,329791.23,332140.04,334319.67
858,Uruguay,Number (Thousand),Number (1000),2561.15,2592.44,2622.94,2652.38,2680.43,2707.03,2731.85,2754.42,2773.96,2790.26,2805.49,2821.09,2836.83,2853.59,2871.95,2891.09,2909.33,2925.84,2940.73,2953.75,2966.08,2979.18,2993.29,3008.26,3024.22,3041.2,3058.79,3077.76,3097.89,3117.01,3135.37,3153.73,3171.75,3189.95,3208.3,3226.63,3245.07,3262.68,3278.96,3292.22,3300.94,3306.44,3310.2,3313.8,3317.66,3322.28,3328.65,3336.13,3344.16,3352.65,3361.64,3371.13,3381.18,3391.66,3402.82,3413.77,3422.2,3427.04,3428.41
860,Uzbekistan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21588.14,22085.92,22564.73,23026.21,23465.93,23877.29,24256.78,24602.71,24925.56,25248.44,25579.03,25905.9,26234.92,26573.42,26926.82,27309.62,27726.81,28167.84,28614.23,29057.46,29503.05,29963.23,30446.54,30949.42,31453.58,31945.68,32449.58,32976.95
548,Vanuatu,Number (Thousand),Number (1000),66.46,68.39,70.4,72.49,74.68,76.94,79.31,81.78,84.35,87.02,89.8,92.69,95.69,98.79,102.01,105.34,108.77,112.19,115.34,118.16,120.89,123.75,126.74,129.87,133.12,136.49,139.96,143.53,147.18,150.88,154.68,158.58,162.55,166.56,170.61,174.72,178.87,183.09,187.43,192.07,197.03,202.13,207.26,212.42,217.63,222.92,228.34,233.95,239.69,245.45,251.29,257.31,263.53,269.93,276.44,283.22,290.24,297.3,304.4
862,Venezuela (Boliv Rep of),Number (Thousand),Number (1000),8453.11,8754.08,9059.95,9371.33,9688.14,10010.68,10338.85,10672.65,11011.33,11355.48,11705.67,12061.62,12424.8,12796.22,13176.39,13566.11,13965.25,14372.96,14788.52,15210.44,15638.43,16071.65,16509.6,16953.24,17402.31,17860.87,18328.65,18800.77,19275.29,19750.58,20226.21,20700.46,21172.1,21640.83,22107.29,22572.11,23037.56,23503.82,23966.96,24427.73,24880.2,25330.93,25782.03,26226.93,26668.78,27102.08,27525.1,27933.83,28327.89,28715.02,29096.16,29470.43,29838.02,30193.26,30529.72,30741.46,30563.43,29825.65,28971.68
704,Viet Nam,Number (Thousand),Number (1000),33621.98,34533.89,35526.73,36509.17,37466.08,38388.21,39282.56,40145.29,41015.86,41928.85,42916.62,43906.02,44891.28,45898.7,46969.62,48163.57,49418.15,50701.46,51831.39,52968.27,54280.39,55632.15,57011.44,58406.86,59811.31,61221.11,62630.79,64037.51,65466.36,66912.61,68358.82,69788.75,71176.41,72501.09,73759.11,74946.45,76058.6,77128.42,78123.71,79001.14,79817.78,80642.31,81475.82,82311.23,83142.1,83951.8,84762.27,85597.24,86482.92,87411.01,88349.12,89301.33,90267.74,91235.5,92191.4,93126.53,94033.05,94914.33,95776.72
876,Wallis and Futuna Is.,Number (Thousand),Number (1000),8.53,8.47,8.62,8.79,8.89,8.94,9.03,9.15,9.27,9.38,9.46,9.54,9.61,9.68,9.72,9.87,10.17,10.53,10.91,11.31,11.74,12.19,12.51,12.66,12.79,12.92,13.05,13.18,13.31,13.46,13.6,13.75,13.9,14.05,14.18,14.29,14.39,14.49,14.6,14.72,14.85,14.99,15.03,14.85,14.55,14.26,13.96,13.67,13.39,13.14,12.9,12.67,12.46,12.31,12.18,12.06,11.94,11.82,11.71
887,Yemen,Number (Thousand),Number (1000),5646.67,5753.39,5860.2,5973.8,6097.3,6228.43,6368.01,6515.9,6673.98,6843.61,7024.2,7215.84,7417.74,7630.19,7855.66,8094.98,8348.18,8615.3,8899.92,9204.94,9529.1,9872.29,10237.39,10625.69,11036.92,11465.44,11915.56,12387.24,12872.36,13375.12,13895.85,14433.77,14988.05,15553.17,16103.34,16614.33,17108.68,17608.13,18114.55,18628.7,19143.46,19660.65,20188.8,20733.41,21320.67,21966.3,22641.54,23329,24029.59,24743.95,25475.61,26223.39,26984,27753.3,28516.54,29274,30034.39,30790.51,31546.69
890,Yugoslavia SFR,Number (Thousand),Number (1000),17790.97,17989.39,18180.67,18371.06,18560.51,18750.05,18932.92,19106.75,19272.8,19430.07,19580.7,19736.9,19900.38,20065.07,20231.69,20399.71,20567.31,20733.29,20896.81,21054.89,21199.92,21327.74,21441.46,21550.84,21657.35,21754.08,21838.97,21912.78,21970.76,22007.19,21962.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,Zambia,Number (Thousand),Number (1000),3219.45,3323.43,3431.38,3542.76,3658.03,3777.68,3901.29,4029.17,4159.01,4281.67,4399.92,4523.58,4653.29,4789.04,4931.25,5079.67,5233.29,5391.35,5553.46,5720.44,5897.48,6090.82,6291.07,6488.07,6686.45,6890.97,7095.19,7294.32,7491.28,7686.4,7880.47,8074.34,8270.92,8474.22,8684.14,8902.02,9133.16,9372.43,9621.24,9891.14,10191.96,10508.3,10837.97,11188.04,11564.87,11971.57,12402.07,12852.97,13318.09,13792.09,14265.81,14744.66,15234.98,15737.79,16248.23,16767.76,17298.05,17835.89,18380.48
716,Zimbabwe,Number (Thousand),Number (1000),3925.95,4049.78,4177.93,4310.33,4447.15,4588.53,4734.69,4886.35,5044.16,5202.92,5363.42,5532.84,5712.71,5903.53,6097.08,6288.39,6453.04,6549.35,6655.83,7049.93,7506.53,7803.86,8106.36,8398.57,8690.52,8983.04,9277.49,9568.74,9846.35,10113.89,10377.82,10641.5,10794.92,10858.59,10994.04,11178.17,11362.4,11548.36,11716.45,11834.68,11910.98,11984.64,12075.83,12160.88,12224.75,12330.49,12450.57,12550.35,12679.81,12839.77,13025.78,13265.33,13555.42,13855.75,14154.94,14452.7,14751.1,15052.18,15354.61
