Country (Code UN (M49)),Country (Name),Unit (Name),Unit,[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
332,Haiti,Number (Thousand),Number (1000),3974.93,4049.5,4122.26,4196.35,4274.35,4352.95,4432.72,4514.01,4596.64,4680.81,4766.42,4853.12,4940.71,5030.65,5124.56,5222.34,5323.83,5428.67,5536.42,5646.68,5760.2,5877.68,5997.74,6119.93,6245.54,6375.1,6508.35,6644.96,6784.16,6925.33,7066.06,7205.78,7345.94,7486.09,7627.32,7770.59,7915.17,8060.9,8208.94,8360.23,8511.73,8661.55,8812.25,8961.49,9111.9,9266.29,9420.83,9575.25,9730.64,9842.88,9954.31,10108.54,10261.21,10412.74,10563.76,10713.85,10863.54,11012.42,11160.44
340,Honduras,Number (Thousand),Number (1000),2139.93,2202.85,2267.71,2334.49,2403.47,2474.52,2547.5,2622.98,2701.38,2782.75,2867.5,2956.02,3046.72,3136.54,3231.63,3334.81,3441.12,3550.37,3662.74,3777.99,3895.74,4015.65,4137.78,4261.92,4387.69,4515.57,4645.73,4778.11,4913.68,5053.23,5196.89,5344.77,5496.84,5652.93,5812.83,5976.55,6144.11,6308.54,6477.36,6656.73,6837.86,7019.91,7201.88,7383.41,7564.61,7745.2,7924.46,8101.78,8277.3,8450.93,8622.5,8792.37,8960.66,9127.85,9294.51,9460.8,9626.84,9792.85,9958.83
348,Hungary,Number (Thousand),Number (1000),10025.85,10057.46,10083.33,10114.17,10140.85,10170.08,10206.83,10244.34,10281.12,10315.37,10345.36,10376.62,10410.51,10457.95,10520.24,10578.51,10627.92,10664.86,10692.72,10698.68,10680.62,10655.62,10620.93,10580.91,10542.75,10505.77,10469.19,10434.27,10397.17,10375.99,10374.75,10370.06,10357.42,10342.43,10327.17,10308.27,10286.22,10260.97,10230.26,10202.06,10177.95,10148.4,10118.06,10094.49,10073.53,10057.06,10041.17,10023.51,10008.58,9986.83,9953.25,9922.13,9894.64,9867.9,9844.25,9815.1,9788.94,9776.36,9771.8
352,Iceland,Number (Thousand),Number (1000),179.02,182.41,185.77,189.09,192.31,195.53,198.73,201.47,203.34,204.47,206.17,209.19,212.37,215.28,218.07,220.25,221.89,223.64,225.85,228.26,230.88,234,237.13,239.68,241.58,243.36,246.03,249.92,253.04,255.02,257.99,261.26,263.93,266.23,267.68,269.14,271.36,274.29,277.63,281.46,285.24,287.8,289.8,292.36,297.03,304.07,311.85,317.71,318.8,318.33,319.29,320.98,324.02,327.64,331.06,335.68,343.63,352.95,360.77
356,India,Number (Thousand),Number (1000),456351.88,467024.19,477933.62,489059.31,500114.35,510992.62,521987.07,533431.91,545314.67,557501.3,569999.18,582837.97,596107.48,609721.95,623524.22,637451.45,651685.63,666267.76,681248.38,696828.39,712869.3,729169.47,745826.55,762895.16,780242.08,797878.99,815716.12,833729.68,852012.67,870452.17,888941.76,907574.05,926351.3,945261.96,964279.13,983281.22,1002335.23,1021434.58,1040500.05,1059633.68,1078970.91,1098313.04,1117415.12,1136264.58,1154638.71,1172373.79,1189691.81,1206734.81,1223640.16,1240613.62,1257621.19,1274487.22,1291132.06,1307246.51,1322866.5,1338636.34,1354195.68,1369003.31,1383112.05
360,Indonesia,Number (Thousand),Number (1000),90816.94,93345.49,95962.53,98675.06,101157.87,103561.1,106260.75,109138.72,112149.25,115228.39,118347.13,121504.15,124709.06,127945.2,131213.21,134521.02,137861.54,141250.96,144693.09,148177.1,151686.34,155228.66,158790.61,162331.96,165791.69,169135.27,172421.39,175694.65,178949.17,182159.87,185361.23,188558.42,191737.29,194928.53,198140.16,201373.79,204628.01,207855.49,210996.91,214072.42,217112.44,220115.09,223080.12,225938.6,228805.14,231797.43,234858.29,237936.54,240981.3,244016.17,247099.7,250222.7,253275.92,256229.76,259091.97,261850.18,264498.85,267066.84,269582.88
364,Iran (Islamic Rep. of),Number (Thousand),Number (1000),21983.62,22605.05,23259.09,23948.62,24667.03,25398.7,26133.34,26875.3,27643.69,28449.71,29273.68,30111.57,30981.9,31895.53,32856.98,33841.06,34876.5,35993.66,37205.01,38520.67,40476.25,42500.03,44027.99,45628.4,47266.16,48913.24,50541.49,52111.87,53644.74,55793.63,57990.88,59372.02,59755.43,59985.75,60794.81,61598.38,62480.53,63461.42,64474.75,65544.38,66674.85,67327.12,67954.7,69061.68,70182.59,71275.76,72319.42,73318.39,74322.68,75373.85,76342.97,77324.45,78458.93,79961.67,81790.84,83306.23,84505.08,85617.56,86564.2
368,Iraq,Number (Thousand),Number (1000),7260.71,7481.83,7735.82,7997.66,8270.55,8553.88,8848.5,9156.13,9476.74,9811.35,10154.93,10507.32,10872.14,11243.15,11617.62,11999.34,12400.19,12819.71,13233.83,13653.37,14067.26,14467.68,14903.74,15377.03,15753.86,16148.22,16598.02,16987.35,17442.59,17658.38,17846.38,18385.67,19295.82,20248.07,20948.86,21639.33,22330.77,23053.49,23820.73,24628.86,25425.66,26255.34,27068.82,27858.95,28698.69,28905.61,28660.89,29218.38,30289.04,31264.88,32378.06,33864.45,35481.8,36746.49,37757.81,38697.94,39621.16,40590.7,41563.52
372,Ireland,Number (Thousand),Number (1000),2807.01,2813.07,2824.09,2837.44,2852.4,2867,2882.75,2899.64,2917.18,2937.64,2969.4,3014,3062.02,3110.1,3157.92,3205.75,3254.66,3305.57,3351.9,3391.39,3424.83,3451.21,3472.9,3490.93,3505.77,3515.67,3513.7,3498.03,3483.32,3485.38,3504.8,3528.37,3545.7,3559.4,3579.48,3606.73,3640.15,3678.67,3719.91,3768.95,3829.02,3894.26,3958.7,4031.95,4121.22,4234.81,4359.83,4452.39,4499.79,4524.59,4544.5,4564.55,4588.83,4622.17,4665.76,4715.79,4771.85,4834.51,4896.02
376,Israel,Number (Thousand),Number (1000),1983.32,2069.09,2160.42,2257.9,2361.09,2467.86,2575.79,2684.85,2795.47,2907.31,3018.58,3120.95,3214.28,3303.72,3388.09,3468.12,3541.37,3608.73,3675.79,3744.61,3816.75,3892.84,3979.09,4077,4182.68,4295.4,4412.03,4535.4,4666.78,4803.25,4942.81,5079.39,5213,5346.29,5478.73,5612.49,5743.28,5869.5,5994.09,6116.96,6237.98,6356.69,6475.91,6595.99,6714.12,6832.08,6952,7074.52,7199.7,7328.44,7459.75,7592.11,7726.68,7863.85,8007.78,8159.01,8309.26,8456.48,8607.92
380,Italy,Number (Thousand),Number (1000),49812.73,50162.25,50555.13,50997.78,51452.85,51882.57,52294.44,52661.07,53001.5,53324.04,53636.1,53995.42,54379.58,54750.68,55093.99,55388.9,55649.67,55877.02,56070.68,56329.48,56532.91,56585.84,56607.52,56620.24,56636.46,56639.05,56644.53,56670.89,56711.52,56756.56,56794.49,56833.19,56869.45,56883.82,56885.13,56898.97,56925.8,56938.74,56945.07,56966.4,56994.99,57107.58,57425.18,57860.66,58199.88,58429.9,58778.48,59224.23,59562.84,59822.45,60025.95,60190.15,60312.6,60322.79,60232.91,60118.63,60004.03,59877.43,59727.93
388,Jamaica,Number (Thousand),Number (1000),1663.75,1683.76,1703.87,1725.18,1746.98,1768.8,1790.58,1812.21,1834.62,1859.09,1886.14,1915.3,1945.32,1974.88,2003.09,2029.49,2054.93,2080.49,2106.94,2135.55,2166.66,2199.61,2232.78,2264.1,2292.03,2315.87,2336.24,2354.81,2373.36,2392.03,2411.87,2434.57,2459.06,2484.18,2509.37,2532.89,2554.95,2576.57,2596.27,2612.2,2625.41,2638.24,2651.03,2664.03,2676.86,2689.66,2701.22,2711.37,2722.4,2733.9,2746.17,2759.82,2773.13,2784.54,2794.45,2802.7,2808.38,2811.84,2813.77
392,Japan,Number (Thousand),Number (1000),95355.46,96267.88,97246.71,98319.34,99468.75,100466.91,101527.85,102819.28,104102.08,105416.84,106789.35,108220.4,109679.47,111100.02,112411.64,113624.87,114761.52,115809.52,116765.51,117624.2,118385.72,119098.14,119793.75,120470.73,121119.03,121710.3,122268.88,122798.3,123270.65,123686.32,124073.99,124444.69,124779.58,125119.27,125433.97,125726.22,126027.99,126308.39,126555.06,126803.86,127065.73,127301.75,127502.35,127671.29,127798.37,127902.17,128006.43,128077.63,128117.04,128105.43,128007.26,127853.69,127678.92,127476.74,127250.93,126993.86,126662.47,126255.87,125791.68
400,Jordan,Number (Thousand),Number (1000),891.85,934.62,978.61,1029.45,1093.47,1172.77,1265.68,1366.64,1466.43,1557.38,1636.32,1704.79,1767.41,1827.59,1886.64,1945.14,2005.42,2069.1,2138.08,2216.9,2306.66,2406.35,2514.79,2629.94,2751.49,2879.8,3014.69,3157.18,3310.95,3480.59,3666.38,3866.89,4075.76,4278.17,4458.19,4608.68,4733.66,4844.4,4950.77,5056.17,5163.31,5275.53,5396.12,5532.42,5678.53,6075.55,6473.46,6632.87,6780.49,6931.26,7109.98,7211.86,7694.81,8658.03,9494.25,9964.66,10215.38,10459.87,10698.68
398,Kazakhstan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17043.42,16979.7,16747.15,16434.32,16144.25,15820.43,15474.25,15256.25,15236.25,15281.28,15338.96,15416.71,15521.92,15656.25,15822.75,16006.14,16196.52,16402.37,16627.84,16864.92,17102.87,17345.73,17592.3,17835.91,18078.55,18314.81,18538.1,18754.26
404,Kenya,Number (Thousand),Number (1000),8047.47,8363.58,8697.2,9047.39,9417.21,9802.61,10201.07,10613.88,11039.55,11473.09,11898.46,12322.9,12760.41,13203.95,13651.91,14102.27,14577.35,15087.42,15620.61,16187.12,16785.96,17411.49,18069.46,18753.18,19452.16,20160.88,20882.1,21626.12,22387.8,23162.27,23918.24,24655.72,25391.83,26133.74,26878.35,27615.74,28364.26,29137.37,29965.13,30851.61,31800.34,32779.82,33767.12,34791.84,35843.01,36925.25,38036.79,39186.89,40364.44,41517.9,42635.14,43725.81,44792.37,45831.86,46851.49,47894.67,48948.14,49953.3,50951.45
296,Kiribati,Number (Thousand),Number (1000),48.27,49.51,50.78,52.09,53.44,54.43,54.99,55.51,56.32,57.44,58.53,59.61,60.6,60.95,60.67,60.31,59.89,59.47,59.77,60.81,61.88,62.98,64.12,65.34,66.71,68.27,69.95,71.68,73.44,75.12,76.61,77.9,79.09,80.26,81.48,82.83,84.31,85.81,87.29,88.83,90.53,92.4,94.3,96.22,98.16,100.08,102,103.97,106,108,109.87,111.62,113.31,114.98,116.71,118.51,120.36,122.26,124.24
408,"Korea, Dem. People's Rep",Number (Thousand),Number (1000),11916.51,12180.5,12475.24,12787.52,13105.95,13444.05,13821.41,14216.31,14605.48,14996.88,15381.63,15768.36,16128.12,16437,16723.25,16987.17,17231.39,17472.1,17719.17,17973.65,18235.2,18502.09,18771.36,19045.15,19325.49,19613.04,19903.89,20197.46,20494.97,20799.52,21115.53,21439.99,21773.02,22105.22,22385.54,22614.35,22827.37,23023.64,23204.5,23367.06,23512.52,23638.41,23781.71,23948.93,24100.98,24235.76,24356.51,24469.05,24581.51,24686.44,24783.79,24887.77,25001.82,25126.13,25258.01,25389.61,25516.32,25638.15,25755.44
410,"Korea, Republic of",Number (Thousand),Number (1000),26552.22,27234.47,27905.87,28555.86,29179.41,29838.22,30540.6,31229.63,31912.01,32601.14,33288.37,33976.85,34659.71,35319.34,35930.69,36456.32,36911.3,37329.98,37737.92,38170.5,38731.9,39403.42,40053.75,40664.36,41232.71,41808.71,42405.25,42988.46,43567.51,44120.04,44487.41,44703.71,44932.86,45165.78,45393.42,45660.17,45962.39,46250.26,46520.44,46788.59,47064.79,47320.67,47539.74,47727.29,47889.57,48049.35,48220.6,48398.63,48588.02,48813.04,49169.88,49634.18,50098.23,50558.04,50994.4,51309.98,51511.64,51676.9,51803.83
414,Kuwait,Number (Thousand),Number (1000),339.7,378.19,420.49,465.75,513.84,565.46,621.24,681.12,743.04,802.79,858.73,913.79,970.53,1030.43,1096,1168.79,1247.22,1329.07,1412.27,1493.87,1573.03,1652.92,1736.03,1813.99,1888.97,1968.09,2048.48,2129.15,2210.01,1674.94,1339.5,1620.63,1653.64,1641.11,1655.22,1703.32,1761.47,1819.55,1877.43,1934.9,1991.67,2047.36,2101.51,2153.48,2235.4,2363.41,2506.77,2650.93,2795.55,2943.36,3143.82,3394.66,3646.52,3761.58,3908.74,4048.09,4124.9,4317.19,4441.1
417,Kyrgyzstan,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4501.26,4507.63,4530.9,4596.46,4666.59,4738.39,4810.41,4878.91,4935.18,4981.44,5026.64,5078.28,5137.04,5193.11,5246.78,5294.77,5345.41,5414.09,5483.77,5552.34,5631.95,5719.56,5814.42,5914.98,6018.3,6121.26,6223.49,6323.64
418,Lao People's Dem. Rep.,Number (Thousand),Number (1000),2171.14,2221.61,2273.22,2325.51,2379.46,2434.86,2491.93,2551.07,2612.11,2675.28,2740.73,2808.29,2877.56,2946.88,3012.72,3072.02,3125.74,3177.95,3233.7,3297.52,3370.99,3453.69,3543.86,3639.96,3741.6,3848.39,3959.7,4074.96,4193.53,4314.44,4437.23,4561.11,4685.3,4807.95,4927.43,5043.91,5150.54,5246.92,5340.06,5430.85,5519.71,5606.1,5689.06,5768.17,5852.97,5946.59,6041.35,6135.86,6229.93,6323.42,6416.33,6508.8,6600.74,6691.45,6787.42,6891.36,6997.92,7105.01,7212.05
428,Latvia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662.88,2638.89,2606.45,2570.15,2534.29,2498.88,2462.34,2426.35,2392.53,2359.25,2326.14,2294.34,2263.44,2233.16,2203.91,2176.05,2150.41,2126.26,2101.53,2076.97,2053.64,2031.49,2011.04,1991.95,1973.48,1954.86,1935.63,1916.56
422,Lebanon,Number (Thousand),Number (1000),1853.3,1911.96,1971.51,2030.44,2087.45,2145.65,2203.2,2262.29,2323.82,2381.79,2442.14,2505.97,2569.84,2632.88,2691.59,3070.42,3457.62,3183.41,2902.16,2963.7,3027.22,3070.13,3106.99,3163.56,3226.75,3308.01,3390.87,3457.15,3525.5,3593.7,3666.73,3745.41,3818.8,3888.14,3959.64,4034.24,4107.55,4178.78,4250.02,4320.64,4389.2,4446.67,4504.81,4574.8,4643.05,4719.86,4809.61,4887.61,4951.14,4995.8,5045.06,5178.34,5678.85,6274.34,6398.94,6258.62,6109.25,5950.84,5781.91
426,Lesotho,Number (Thousand),Number (1000),760.89,784.68,809.14,834.22,860.22,887.84,918.92,952.99,987.91,1023.48,1059.88,1097.24,1135.63,1175.37,1216.18,1256.48,1294.43,1331.21,1368.92,1407.67,1447.5,1488.4,1530.33,1573.27,1616.7,1659.79,1698.94,1733.73,1767.09,1799,1829.51,1858.51,1885.48,1910.64,1934.08,1955.1,1972.58,1985.64,1994.24,1998.63,1999.47,1997.53,1993.03,1985.38,1977.42,1976.78,1983.46,1995.01,2009.17,2022.75,2037.68,2054.72,2073.94,2095.24,2118.52,2143.87,2170.62,2198.02,2225.7
430,Liberia,Number (Thousand),Number (1000),1165.01,1194.09,1224.17,1255.2,1287.32,1320.32,1354.29,1389.45,1425.88,1463.56,1501.66,1540.99,1582.7,1626.28,1671.63,1718.48,1768.09,1820.86,1875.57,1932.17,1989.69,2047.6,2109.15,2174.19,2239.72,2305.86,2372.45,2439.64,2507.6,2209.73,1939.24,2052.63,2132.77,2125.2,2142.42,2203.97,2383.3,2639.22,2789.74,2895.22,2981.65,3060.6,3085.17,3122.45,3266.32,3455.4,3632.74,3783.89,3905.07,4019.96,4181.15,4331.74,4427.31,4519.4,4612.33,4706.1,4796.63,4889.39,4985.29
434,Libya,Number (Thousand),Number (1000),1478.76,1535.16,1594.76,1652.1,1700.07,1739.83,1778.58,1819.39,1862.82,1909.18,1958.32,2012.8,2084.26,2179.45,2291.84,2413.76,2541.8,2676.12,2816.92,2962.72,3112.02,3265.46,3423.59,3564.55,3684.31,3800.11,3911.94,4021.57,4130.04,4236.98,4341.97,4444.82,4544.97,4641.3,4733.06,4820.07,4902.35,4980.96,5058,5154.79,5275.92,5405.33,5542.64,5687.56,5837.99,5973.37,6097.18,6228.37,6360.19,6491.99,6188.13,5869.87,5985.22,6097.76,6192.23,6282.2,6378.26,6477.79,6569.09
440,Lithuania,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795.74,3788.53,3770.46,3747.27,3722.02,3694.9,3665.51,3633.94,3599.64,3560.14,3515.8,3469.68,3422.59,3373.53,3322.93,3272.42,3224.38,3180.48,3139.02,3099.8,3063.34,3028.19,2994.93,2963.76,2933.67,2904.45,2876.13,2849.08
442,Luxembourg,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.63,441.25,445.91,451.35,457.79,464.86,472.4,479.87,488.64,497.87,507.07,518.21,530.59,543.07,556.07,569.41,583.35,596.28,607.91,619.97
450,Madagascar,Number (Thousand),Number (1000),5206.24,5343.12,5484.25,5630.02,5780.45,5936.46,6099.53,6270.53,6450.32,6639.75,6840.46,7051.09,7268.56,7491.94,7720.86,7955.2,8195.14,8440.92,8692.29,8948.16,9207.31,9470.99,9740.09,10015.02,10297.75,10588.43,10890.51,11206.79,11536.73,11882.76,12245.26,12623.34,13020.1,13436.12,13869.14,14317.45,14778.9,15250.93,15730.89,16216.43,16709.67,17211.94,17724.31,18250.77,18792.17,19350.3,19924.96,20513.6,21117.09,21731.05,22348.16,22966.24,23588.07,24215.98,24850.91,25501.94,26169.54,26846.54,27533.13
454,Malawi,Number (Thousand),Number (1000),3708.19,3799.16,3893.63,3990.36,4089.1,4190.76,4295.76,4403.43,4512.86,4625.14,4742.48,4865.98,4996.24,5134.2,5280.97,5438.23,5611.71,5808.81,6029.14,6267.37,6519.89,6784.35,7058.32,7339,7625.08,7909.82,8295.99,8754.78,9174.9,9539.67,9831.58,10115.42,10257.23,10131.8,10112.82,10310.53,10512.68,10732.46,10973.96,11229.39,11498.82,11784.5,12087.97,12411.34,12755.65,13118.31,13495.46,13889.42,14298.93,14718.42,15146.09,15581.25,16024.78,16477.97,16938.94,17405.62,17881.17,18367.88,18867.34
458,Malaysia,Number (Thousand),Number (1000),8074.81,8324.22,8579.35,8835.92,9091.02,9340.24,9582.09,9821.31,10061.68,10306.51,10552.56,10801.62,11062.66,11335.19,11617.95,11910.08,12218.92,12543.89,12875.01,13215.71,13564.59,13921.03,14292.86,14686.45,15108.14,15558.74,16033.1,16524.62,17020.14,17517.06,18017.47,18526.71,19050.08,19588.7,20136.89,20689.05,21249.18,21810.54,22368.65,22945.15,23542.52,24142.44,24739.41,25333.25,25923.54,26509.41,27092.6,27664.3,28217.2,28717.73,29184.13,29660.21,30134.81,30606.46,31068.83,31526.42,31975.81,32399.27,32804.02
462,Maldives,Number (Thousand),Number (1000),93.95,96.33,98.78,101.24,104.57,108.71,112.55,116.05,119.57,123.24,127.07,130.99,134.94,138.94,143.13,147.47,151.79,156.03,160.33,164.89,169.66,174.52,179.34,184.39,190.38,197.22,204.26,211.16,217.94,224.96,232.15,239.14,245.85,252.2,258.21,263.84,269.04,273.8,278.11,282.51,287.32,292.28,297.23,302.13,307.02,314.4,325.13,336.88,349.04,361.57,374.44,387.54,400.73,416.74,435.58,454.25,472.44,489.76,504.51
466,Mali,Number (Thousand),Number (1000),5420.25,5494.85,5570.46,5647.38,5726.38,5806.57,5888.5,5973.76,6061.76,6153.59,6247.88,6347.16,6455.26,6569.27,6687.29,6807.65,6935.34,7072.94,7218.08,7372.58,7532.86,7696.35,7863.94,8030.1,8187.65,8334.59,8474.33,8617.47,8774.12,8945.03,9123.97,9310.57,9506.51,9711.8,9921.09,10131.91,10359.3,10620.48,10916.99,11239.1,11583.82,11952.66,12342.17,12752,13180.55,13623.54,14080.91,14551.12,15032.64,15529.18,16039.73,16514.69,17004.03,17551.81,18112.91,18700.11,19311.35,19934.3,20567.42
470,Malta,Number (Thousand),Number (1000),337.12,335.45,332.89,329.76,326.4,322.98,320.15,318.06,316.46,315.41,315.1,315.37,316.19,317.61,319.62,322.01,324.65,327.47,330.47,333.59,336.62,339.67,342.89,346.09,349.12,352.09,355.17,358.44,361.89,365.39,368.67,371.88,375.24,378.56,381.85,385.27,388.84,392.48,395.98,399.21,402.15,404.7,406.92,408.8,410.21,411.2,412.08,413.4,415.5,418.75,423.57,429.91,437.52,446.44,456.58,467.7,479.5,491.59,503.63
584,Marshall Islands,Number (Thousand),Number (1000),15.87,16.39,16.95,17.54,18.15,18.79,19.66,21,22.62,23.97,24.68,25.09,25.52,26.18,27.05,27.96,28.91,29.89,30.9,31.99,33.22,34.57,35.98,37.44,38.96,40.53,42.12,43.69,44.99,46.05,47.05,48.02,48.95,49.84,50.7,51.54,52.36,53.16,53.83,54.23,54.41,54.5,54.49,54.44,54.34,54.21,54.04,53.82,53.59,53.42,52.97,52.2,51.35,50.42,49.41,48.33,47.19,45.99,44.73
474,Martinique,Number (Thousand),Number (1000),295.69,300.74,305.28,309.58,313.79,317.85,321.37,323.84,325.37,326.43,327.08,327.39,327.47,327.77,328.8,330.29,331.65,332.59,333.25,333.79,334.71,336.85,340.26,344.35,348.73,353.34,358.14,363.11,368.41,374.27,380.96,388.25,395.56,402.79,409.94,417.05,424.14,430.3,433.42,432.54,429.32,425.46,419.14,410.13,400.37,395.55,395.82,395.47,394.21,392.18,389.62,386.99,384.73,384.39,383.51,380.35,377.45,374.84,372.25
478,Mauritania,Number (Thousand),Number (1000),861.66,885.94,911.29,937.83,965.62,994.7,1024.99,1056.39,1088.83,1122.2,1156.36,1191.38,1227.36,1264.35,1302.44,1341.6,1381.33,1421.79,1463.52,1506.69,1551.69,1598.33,1646.34,1695.67,1746.27,1798.01,1851.09,1905.85,1955.04,2006.03,2066.3,2147.53,2237.07,2315.19,2380.34,2428.82,2484.28,2550.5,2620.61,2695,2761.82,2821.7,2883.33,2946.58,3012.36,3081.23,3153.51,3233.34,3322.62,3419.46,3524.25,3636.11,3742.96,3843.17,3946.22,4051.89,4160.02,4270.71,4383.85
480,Mauritius,Number (Thousand),Number (1000),693.24,709.82,726.25,742.48,758.63,774.46,789.58,803.76,817.2,830.12,842.41,854.04,865.37,876.74,888.29,900.17,912.58,925.84,940.03,954.87,969.81,984.18,998,1011.94,1025.77,1039.03,1051.81,1064.33,1076.96,1090.29,1104.26,1118.71,1133.25,1147.16,1160.21,1172.54,1184.26,1194.88,1205.41,1215.93,1225.27,1233.97,1242.34,1250.38,1258.05,1264.77,1270.58,1275.68,1279.87,1283.33,1286.24,1288.74,1290.69,1292.11,1293.15,1293.91,1294.74,1295.38,1296.28
175,Mayotte,Number (Thousand),Number (1000),26.89,27.65,28.45,29.28,30.16,31.11,32.13,33.19,34.28,35.38,36.55,37.81,39.15,40.58,42.1,43.71,45.44,47.38,49.65,52.23,55.04,58.03,61.21,64.59,68.29,72.45,77.05,81.98,87.19,92.66,98.43,104.55,111.04,117.86,124.94,132.19,139.31,146.08,152.64,159.22,165.71,172.17,178.81,183.75,187.14,190.91,195.61,200.99,206.34,211.79,217.38,223.57,230.98,239.72,249.54,260.28,271.56,282.95,294.49
484,Mexico,Number (Thousand),Number (1000),37439.32,38683.28,39982.12,41333.88,42737.99,44180.44,45656.96,47170.34,48714.39,50289.31,51897.68,53543.44,55228.2,56945.88,58691.88,60452.54,62262.5,64124,65972.91,67705.19,69233.77,70656.78,72080.31,73489.65,74872.01,76224.37,77553.5,78892.02,80233.75,81720.43,83351.6,84993.16,86648.45,88314.42,89969.57,91586.55,93183.09,94767.29,96334.81,97873.44,99394.29,100917.08,102429.34,103945.81,105442.4,106886.79,108302.97,109684.49,111049.43,112532.4,114150.48,115755.91,117290.69,118755.89,120149.9,121519.22,122839.26,124013.86,125085.31
583,Micronesia (Fed. States),Number (Thousand),Number (1000),44.56,46.2,47.76,49.23,50.76,52.35,53.94,55.55,57.24,58.99,60.67,62.27,63.89,65.55,67.12,68.6,70.14,71.98,74.11,76.3,78.53,80.82,83.15,85.54,87.97,90.4,92.84,94.99,96.8,98.6,100.43,102.89,106.03,108.84,110.33,110.78,111.13,111.41,111.54,111.71,111.95,111.99,111.81,111.44,110.94,110.3,109.53,108.7,107.87,107.59,107.89,108.23,108.61,109.02,109.46,109.93,110.43,110.93,111.38
498,"Moldova, Republic of",Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4494.9,4493.69,4482.51,4461.23,4430.19,4393.79,4353.53,4303.94,4251.57,4200.5,4147.64,4093.98,4047,4001.38,3942.75,3876.84,3812.42,3749.49,3678.19,3595.13,3507.19,3416.53,3338.34,3277.39,3225.12,3180.51,3141.84,3109.49
492,Monaco,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,25.1,25.26,25.52,25.9,26.24,26.55,26.83,27.08,27.28,27.57,27.98,28.41,28.81,29.17,29.5,29.8,30.08,30.33,30.56,30.8,31.02,31.25,31.48,31.72,31.97,32.21,32.39,32.47,32.44,32.39,32.32,32.24,32.14,32.01,31.82,31.86,32.4,33.18,33.95,34.7,35.43,36.11,36.76,37.07,37.05,37.03,37.03
496,Mongolia,Number (Thousand),Number (1000),1011.5,1045.32,1075.89,1104.02,1134.07,1165.75,1198.2,1230.41,1261.89,1293.88,1327.78,1363.84,1402.31,1443.13,1485.69,1529.09,1572.52,1615.87,1657.45,1697.78,1739.22,1781.8,1825.77,1871.65,1919.74,1969.91,2021.5,2073.77,2120.82,2161.43,2200.08,2236.49,2270.31,2301.51,2330.33,2357.03,2381.77,2405.15,2428.49,2450.98,2472.6,2494.62,2516.45,2537.95,2559.26,2581.24,2605.64,2633.89,2666.71,2702.52,2743.94,2792.35,2845.15,2902.82,2964.75,3029.55,3096.03,3163.99,3232.43
499,Montenegro,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.54,631.92,631.47,631.18,631.04,631.79,633.05,633.95,634.29,633.97,633.26,632.44,631.46,630.4
500,Montserrat,Number (Thousand),Number (1000),12,11.93,11.86,11.8,11.72,11.65,11.59,11.52,11.45,11.4,11.41,11.44,11.48,11.51,11.53,11.55,11.55,11.54,11.52,11.45,11.37,11.3,11.23,11.17,11.11,11.07,11.02,10.96,10.89,10.8,10.57,10.11,9.55,8.96,8.34,7.72,7.07,6.41,5.77,5.14,4.7,4.6,4.63,4.66,4.69,4.73,4.77,4.81,4.87,4.94,4.96,4.97,5.01,5.05,5.06,5.08,4.7,4.36,4.5
